Geography,County,State,Median Income,ACS Home Value,Zillow Home Value,Zillow Bottom Tier Home Value,Zillow Top Tier Home Value
"Henry County, Tennessee",Henry County,Tennessee,54129,97000,94100,34200,206600
"Hickman County, Tennessee",Hickman County,Tennessee,55732,104800,96700,23300,183600
"Houston County, Tennessee",Houston County,Tennessee,54198,94900,,,
"Humphreys County, Tennessee",Humphreys County,Tennessee,56161,103000,111000,56000,209500
"Jackson County, Tennessee",Jackson County,Tennessee,44077,107700,91900,43700,188900
"Jefferson County, Tennessee",Jefferson County,Tennessee,60781,136700,136600,71300,256800
"Johnson County, Tennessee",Johnson County,Tennessee,47363,114100,91000,37400,185600
"Knox County, Tennessee",Knox County,Tennessee,74212,169400,180500,109000,317600
"Lake County, Tennessee",Lake County,Tennessee,49139,75100,,,
"Lauderdale County, Tennessee",Lauderdale County,Tennessee,47025,81000,65600,22800,130400
"Lawrence County, Tennessee",Lawrence County,Tennessee,51466,98800,102100,46300,186700
"Lewis County, Tennessee",Lewis County,Tennessee,50885,88300,94400,40400,184300
"Lincoln County, Tennessee",Lincoln County,Tennessee,57884,117500,110400,57200,206700
"Loudon County, Tennessee",Loudon County,Tennessee,75153,193000,194900,91900,418200
"McMinn County, Tennessee",McMinn County,Tennessee,52704,123700,120700,57300,206600
"McNairy County, Tennessee",McNairy County,Tennessee,49278,87500,78300,31400,152300
"Macon County, Tennessee",Macon County,Tennessee,52192,111700,107100,53400,176500
"Madison County, Tennessee",Madison County,Tennessee,62086,126100,112300,,202600
"Marion County, Tennessee",Marion County,Tennessee,58002,121200,112000,47600,222100
"Marshall County, Tennessee",Marshall County,Tennessee,60854,119300,143100,67700,244500
"Maury County, Tennessee",Maury County,Tennessee,66468,156000,199600,119600,313000
"Meigs County, Tennessee",Meigs County,Tennessee,53758,118400,149300,58800,290700
"Monroe County, Tennessee",Monroe County,Tennessee,50763,115200,127700,61200,223000
"Montgomery County, Tennessee",Montgomery County,Tennessee,66252,153700,160700,107800,247300
"Moore County, Tennessee",Moore County,Tennessee,76777,166000,,,
"Morgan County, Tennessee",Morgan County,Tennessee,52954,91600,97100,39200,187500
"Obion County, Tennessee",Obion County,Tennessee,52049,87600,79000,30300,162300
"Overton County, Tennessee",Overton County,Tennessee,48912,114700,103600,48100,186800
"Perry County, Tennessee",Perry County,Tennessee,49760,84200,,,
"Pickett County, Tennessee",Pickett County,Tennessee,49415,129700,,,
"Polk County, Tennessee",Polk County,Tennessee,58175,110900,104400,43000,207800
"Putnam County, Tennessee",Putnam County,Tennessee,56736,152800,154900,97700,252300
"Rhea County, Tennessee",Rhea County,Tennessee,54921,114200,116300,50000,208800
"Roane County, Tennessee",Roane County,Tennessee,60728,135900,139700,53500,267000
"Robertson County, Tennessee",Robertson County,Tennessee,71007,163100,195800,140400,292700
"Rutherford County, Tennessee",Rutherford County,Tennessee,76284,174200,229900,174700,326900
"Scott County, Tennessee",Scott County,Tennessee,45698,86700,,,
"Sequatchie County, Tennessee",Sequatchie County,Tennessee,58444,138100,113600,54700,228000
"Sevier County, Tennessee",Sevier County,Tennessee,58163,164000,181900,119500,296500
"Shelby County, Tennessee",Shelby County,Tennessee,72387,135700,130600,44500,284100
"Smith County, Tennessee",Smith County,Tennessee,58028,120700,141000,67400,238000
"Stewart County, Tennessee",Stewart County,Tennessee,54383,130400,115600,51500,207300
"Sullivan County, Tennessee",Sullivan County,Tennessee,60468,130300,130800,72200,226100
"Sumner County, Tennessee",Sumner County,Tennessee,80740,194900,241900,149500,380700
"Tipton County, Tennessee",Tipton County,Tennessee,72061,142400,135700,62500,218300
"Trousdale County, Tennessee",Trousdale County,Tennessee,55126,128000,144200,72400,268300
"Unicoi County, Tennessee",Unicoi County,Tennessee,47890,121200,117300,62200,200400
"Union County, Tennessee",Union County,Tennessee,52874,114200,126200,43100,229600
"Van Buren County, Tennessee",Van Buren County,Tennessee,51757,95000,,,
"Warren County, Tennessee",Warren County,Tennessee,52519,108600,98300,51000,182700
"Washington County, Tennessee",Washington County,Tennessee,63584,152800,152200,93100,256200
"Wayne County, Tennessee",Wayne County,Tennessee,48951,96400,,,
"Weakley County, Tennessee",Weakley County,Tennessee,47807,94300,80200,33000,
"White County, Tennessee",White County,Tennessee,50816,97700,109300,53500,191300
"Williamson County, Tennessee",Williamson County,Tennessee,137947,388400,465700,300900,749300
"Wilson County, Tennessee",Wilson County,Tennessee,82667,227100,282700,200000,394500
"Anderson County, Texas",Anderson County,Texas,57358,91800,98500,,168300
"Andrews County, Texas",Andrews County,Texas,89917,126000,,,
"Angelina County, Texas",Angelina County,Texas,60430,97300,,,207200
"Aransas County, Texas",Aransas County,Texas,72472,158900,211100,120100,399000
"Archer County, Texas",Archer County,Texas,78017,125600,133500,65500,252900
"Armstrong County, Texas",Armstrong County,Texas,80517,128600,84900,,156100
"Atascosa County, Texas",Atascosa County,Texas,72215,96100,,,
"Austin County, Texas",Austin County,Texas,78759,175200,208400,135100,355600
"Bailey County, Texas",Bailey County,Texas,54991,68000,75000,44800,127500
"Bandera County, Texas",Bandera County,Texas,71106,165900,233100,134000,351900
"Bastrop County, Texas",Bastrop County,Texas,72914,150300,205000,,323600
"Baylor County, Texas",Baylor County,Texas,66979,67200,59000,40700,100400
"Bee County, Texas",Bee County,Texas,60214,78500,119700,,203600
"Bell County, Texas",Bell County,Texas,67717,137100,137600,85900,231800
"Bexar County, Texas",Bexar County,Texas,73646,142300,179900,114200,302900
"Blanco County, Texas",Blanco County,Texas,77558,230800,317700,179700,
"Borden County, Texas",Borden County,Texas,96900,106900,,,
"Bosque County, Texas",Bosque County,Texas,64763,106700,129800,80500,243500
"Bowie County, Texas",Bowie County,Texas,66178,109400,,,
"Brazoria County, Texas",Brazoria County,Texas,93598,164300,220900,140200,317200
"Brazos County, Texas",Brazos County,Texas,67256,170500,213700,137900,351500
"Brewster County, Texas",Brewster County,Texas,57372,113400,200500,107300,319200
"Briscoe County, Texas",Briscoe County,Texas,54034,65700,,,
"Brooks County, Texas",Brooks County,Texas,39366,61900,,,
"Brown County, Texas",Brown County,Texas,61200,95100,87300,38300,171400
"Burleson County, Texas",Burleson County,Texas,68751,99500,126500,70700,210900
"Burnet County, Texas",Burnet County,Texas,75774,171100,,,444500
"Caldwell County, Texas",Caldwell County,Texas,66743,124300,150800,83100,237200
"Calhoun County, Texas",Calhoun County,Texas,71710,114900,139300,74900,250900
"Callahan County, Texas",Callahan County,Texas,53157,76500,115400,71700,195100
"Cameron County, Texas",Cameron County,Texas,51904,82500,94000,42900,177000
"Camp County, Texas",Camp County,Texas,56385,83600,111400,,201300
"Carson County, Texas",Carson County,Texas,81730,107800,88300,,170300
"Cass County, Texas",Cass County,Texas,53845,86200,101100,62000,187600
"Castro County, Texas",Castro County,Texas,67107,80300,,,
"Chambers County, Texas",Chambers County,Texas,90513,171500,229600,148700,363300
"Cherokee County, Texas",Cherokee County,Texas,60038,98200,91700,,203000
"Childress County, Texas",Childress County,Texas,51282,81000,,32600,
"Clay County, Texas",Clay County,Texas,68887,87200,106600,58700,183000
"Cochran County, Texas",Cochran County,Texas,53999,33300,,,
"Coke County, Texas",Coke County,Texas,51506,81800,,,
"Coleman County, Texas",Coleman County,Texas,61359,65900,,,107800
"Collin County, Texas",Collin County,Texas,115021,265300,328100,240900,470600
"Collingsworth County, Texas",Collingsworth County,Texas,57316,55800,,,
"Colorado County, Texas",Colorado County,Texas,67828,116700,137900,,285900
"Comal County, Texas",Comal County,Texas,94978,244100,311300,195800,496200
"Comanche County, Texas",Comanche County,Texas,55006,89600,72600,,139300
"Concho County, Texas",Concho County,Texas,67567,109800,,,
"Cooke County, Texas",Cooke County,Texas,74481,144700,143000,66300,293800
"Coryell County, Texas",Coryell County,Texas,64057,107700,,,
"Cottle County, Texas",Cottle County,Texas,46420,44700,,,
"Crane County, Texas",Crane County,Texas,74456,81500,,,202300
"Crockett County, Texas",Crockett County,Texas,62388,80600,,,
"Crosby County, Texas",Crosby County,Texas,54177,57500,,34000,107100
"Culberson County, Texas",Culberson County,Texas,43900,57000,,,
"Dallam County, Texas",Dallam County,Texas,72780,77000,,71300,
"Dallas County, Texas",Dallas County,Texas,81182,148300,208400,136600,400400
"Dawson County, Texas",Dawson County,Texas,62529,66400,78500,,134000
"Deaf Smith County, Texas",Deaf Smith County,Texas,61477,88000,,63700,
"Delta County, Texas",Delta County,Texas,57525,73100,,,
"Denton County, Texas",Denton County,Texas,104052,232000,291100,219200,442800
"DeWitt County, Texas",DeWitt County,Texas,78382,100000,,,
"Dickens County, Texas",Dickens County,Texas,60793,54200,,,
"Dimmit County, Texas",Dimmit County,Texas,50644,65200,,,
"Donley County, Texas",Donley County,Texas,59248,65100,,,
"Duval County, Texas",Duval County,Texas,50535,48500,69200,52900,126200
"Eastland County, Texas",Eastland County,Texas,49918,59800,,,154400
"Ector County, Texas",Ector County,Texas,79814,120800,167100,,262800
"Edwards County, Texas",Edwards County,Texas,58614,72800,,,
"Ellis County, Texas",Ellis County,Texas,83895,158200,218500,140200,339500
"El Paso County, Texas",El Paso County,Texas,58839,116600,124600,86900,192800
"Erath County, Texas",Erath County,Texas,62633,128300,148700,,
"Falls County, Texas",Falls County,Texas,48862,63000,,,
"Fannin County, Texas",Fannin County,Texas,61577,98200,98400,,201000
"Fayette County, Texas",Fayette County,Texas,76690,158700,,,283400
"Fisher County, Texas",Fisher County,Texas,61894,60500,,,
"Floyd County, Texas",Floyd County,Texas,61550,60500,59300,42200,103200
"Foard County, Texas",Foard County,Texas,59690,47400,,,
"Fort Bend County, Texas",Fort Bend County,Texas,119861,233300,256200,171400,405400
"Franklin County, Texas",Franklin County,Texas,60877,130300,155400,72900,480800
"Freestone County, Texas",Freestone County,Texas,64693,86100,111800,70100,209100
"Frio County, Texas",Frio County,Texas,57399,75900,88900,,142900
"Gaines County, Texas",Gaines County,Texas,74689,111000,159300,86500,
"Galveston County, Texas",Galveston County,Texas,90432,171600,214200,120300,350700
"Garza County, Texas",Garza County,Texas,75252,77500,50500,38200,93700
"Gillespie County, Texas",Gillespie County,Texas,77966,269900,308100,219800,436000
"Glasscock County, Texas",Glasscock County,Texas,94799,193600,,,
"Goliad County, Texas",Goliad County,Texas,76687,130900,174900,91200,314400
"Gonzales County, Texas",Gonzales County,Texas,65047,92900,115500,67800,
"Gray County, Texas",Gray County,Texas,63340,71700,80600,38400,177200
"Grayson County, Texas",Grayson County,Texas,68474,116600,,,
"Gregg County, Texas",Gregg County,Texas,65537,130000,,,
"Grimes County, Texas",Grimes County,Texas,70321,110100,,,243100
"Guadalupe County, Texas",Guadalupe County,Texas,81386,175000,229600,155300,317100
"Hale County, Texas",Hale County,Texas,55308,80200,76200,,151600
"Hall County, Texas",Hall County,Texas,48670,48700,52300,41300,79700
"Hamilton County, Texas",Hamilton County,Texas,66940,108500,,,
"Hansford County, Texas",Hansford County,Texas,58437,93500,97200,67800,185900
"Hardeman County, Texas",Hardeman County,Texas,53023,38400,,,
"Hardin County, Texas",Hardin County,Texas,78320,113100,,,
"Harris County, Texas",Harris County,Texas,86158,154100,188100,123900,341400
"Harrison County, Texas",Harrison County,Texas,67497,115100,,44100,
"Hartley County, Texas",Hartley County,Texas,72212,146900,205400,142700,313700
"Haskell County, Texas",Haskell County,Texas,53344,49200,61800,,108300
"Hays County, Texas",Hays County,Texas,80822,204700,271600,195400,456900
"Hemphill County, Texas",Hemphill County,Texas,86495,130700,,,
"Henderson County, Texas",Henderson County,Texas,62336,99000,155400,,312000
"Hidalgo County, Texas",Hidalgo County,Texas,54348,82400,101200,,171300
"Hill County, Texas",Hill County,Texas,62802,93700,93000,,196300
"Hockley County, Texas",Hockley County,Texas,62951,82300,107900,,204300
"Hood County, Texas",Hood County,Texas,80691,170800,226800,137000,392200
"Hopkins County, Texas",Hopkins County,Texas,64261,97200,,,191600
"Houston County, Texas",Houston County,Texas,47082,80200,98500,,170800
"Howard County, Texas",Howard County,Texas,68676,85700,,,
"Hudspeth County, Texas",Hudspeth County,Texas,39018,44100,,,
"Hunt County, Texas",Hunt County,Texas,64599,105000,116500,,225800
"Hutchinson County, Texas",Hutchinson County,Texas,64548,75500,,39000,151800
"Irion County, Texas",Irion County,Texas,81611,146400,124000,78200,224400
"Jack County, Texas",Jack County,Texas,73264,81400,72900,49400,
"Jackson County, Texas",Jackson County,Texas,72468,96700,141000,74700,238900
"Jasper County, Texas",Jasper County,Texas,57478,97400,110500,,
"Jeff Davis County, Texas",Jeff Davis County,Texas,54966,111300,,,
"Jefferson County, Texas",Jefferson County,Texas,65775,101300,102100,57200,198900
"Jim Hogg County, Texas",Jim Hogg County,Texas,51149,61800,,,
"Jim Wells County, Texas",Jim Wells County,Texas,59796,73800,93200,,196800
"Johnson County, Texas",Johnson County,Texas,74853,132000,198600,131600,306100
"Jones County, Texas",Jones County,Texas,65900,73100,68200,,
"Karnes County, Texas",Karnes County,Texas,83193,94100,92900,,169900
"Kaufman County, Texas",Kaufman County,Texas,78569,154000,204600,133700,
"Kendall County, Texas",Kendall County,Texas,110184,297700,352800,231000,615900
"Kenedy County, Texas",Kenedy County,Texas,40400,21300,,,
"Kent County, Texas",Kent County,Texas,70501,70500,,,
"Kerr County, Texas",Kerr County,Texas,67961,164000,209200,134600,355100
"Kimble County, Texas",Kimble County,Texas,61566,107200,108200,73200,159500
"King County, Texas",King County,Texas,77915,38800,,,
"Kinney County, Texas",Kinney County,Texas,51835,64200,65500,46100,119600
"Kleberg County, Texas",Kleberg County,Texas,55373,86800,113000,63500,204100
"Knox County, Texas",Knox County,Texas,55485,44400,,,
"Lamar County, Texas",Lamar County,Texas,59176,88100,,,164700
"Lamb County, Texas",Lamb County,Texas,58622,62700,48200,23400,
"Lampasas County, Texas",Lampasas County,Texas,68155,136800,170200,90900,273800
"La Salle County, Texas",La Salle County,Texas,77815,70800,,,
"Lavaca County, Texas",Lavaca County,Texas,73644,143300,114500,66900,213500
"Lee County, Texas",Lee County,Texas,70340,138300,144500,71000,239500
"Leon County, Texas",Leon County,Texas,67243,102300,129900,74600,220000
"Liberty County, Texas",Liberty County,Texas,63900,93200,,,
"Limestone County, Texas",Limestone County,Texas,56049,84800,100600,,201600
"Lipscomb County, Texas",Lipscomb County,Texas,77895,92400,,,
"Live Oak County, Texas",Live Oak County,Texas,66217,84900,138100,,237900
"Llano County, Texas",Llano County,Texas,80388,184500,254000,128000,539100
"Loving County, Texas",Loving County,Texas,78119,,,,
"Lubbock County, Texas",Lubbock County,Texas,68978,122700,135300,74200,234100
"Lynn County, Texas",Lynn County,Texas,67640,76800,70200,41500,149000
"McCulloch County, Texas",McCulloch County,Texas,57930,82000,,37900,
"McLennan County, Texas",McLennan County,Texas,65004,125200,147200,77000,252800
"McMullen County, Texas",McMullen County,Texas,107848,74700,,,
"Madison County, Texas",Madison County,Texas,60653,101700,112700,,208200
"Marion County, Texas",Marion County,Texas,58127,88600,110900,,202200
"Martin County, Texas",Martin County,Texas,92046,120500,,,
"Mason County, Texas",Mason County,Texas,57528,156400,,,
"Matagorda County, Texas",Matagorda County,Texas,59732,102200,141800,76600,230700
"Maverick County, Texas",Maverick County,Texas,53823,95100,134200,,199700
"Medina County, Texas",Medina County,Texas,76270,134400,,,
"Menard County, Texas",Menard County,Texas,50121,60800,,,
"Midland County, Texas",Midland County,Texas,107915,187400,255700,,416500
"Milam County, Texas",Milam County,Texas,57339,88500,89800,,173900
"Mills County, Texas",Mills County,Texas,59255,111200,,,
"Mitchell County, Texas",Mitchell County,Texas,67934,65700,70900,38800,119400
"Montague County, Texas",Montague County,Texas,62284,107100,103600,62200,
"Montgomery County, Texas",Montgomery County,Texas,105890,206400,242300,155400,434100
"Moore County, Texas",Moore County,Texas,64420,106400,122100,83800,213800
"Morris County, Texas",Morris County,Texas,56481,82300,76100,,135200
"Motley County, Texas",Motley County,Texas,59622,57300,,,
"Nacogdoches County, Texas",Nacogdoches County,Texas,60466,117700,,,227400
"Navarro County, Texas",Navarro County,Texas,60607,88900,98000,,211100
"Newton County, Texas",Newton County,Texas,52550,73300,103700,,183900
"Nolan County, Texas",Nolan County,Texas,60089,66100,74400,39900,141100
"Nueces County, Texas",Nueces County,Texas,72233,122400,148900,77300,
"Ochiltree County, Texas",Ochiltree County,Texas,70030,102400,108800,,196600
"Oldham County, Texas",Oldham County,Texas,87830,87000,,,
"Orange County, Texas",Orange County,Texas,70985,104700,,65700,225900
"Palo Pinto County, Texas",Palo Pinto County,Texas,63807,88600,115200,67600,226800
"Panola County, Texas",Panola County,Texas,65899,97200,144000,81600,240200
"Parker County, Texas",Parker County,Texas,92688,180900,276200,,
"Parmer County, Texas",Parmer County,Texas,62811,86200,91800,60300,151200
"Pecos County, Texas",Pecos County,Texas,60945,68600,,,172400
"Polk County, Texas",Polk County,Texas,58762,84900,145200,79400,
"Potter County, Texas",Potter County,Texas,60184,89000,,,
"Presidio County, Texas",Presidio County,Texas,39330,50700,,,
"Rains County, Texas",Rains County,Texas,59094,114000,120500,73700,
"Randall County, Texas",Randall County,Texas,83751,157600,170100,,268300
"Reagan County, Texas",Reagan County,Texas,74514,88400,,,
"Real County, Texas",Real County,Texas,48822,105100,107600,63000,
"Red River County, Texas",Red River County,Texas,49246,65200,,,
"Reeves County, Texas",Reeves County,Texas,61825,52900,,,
"Refugio County, Texas",Refugio County,Texas,59816,80800,83200,,156700
"Roberts County, Texas",Roberts County,Texas,92926,135700,,,
"Robertson County, Texas",Robertson County,Texas,60999,93900,99500,,203100
"Rockwall County, Texas",Rockwall County,Texas,113153,225400,282100,207100,429800
"Runnels County, Texas",Runnels County,Texas,58033,76500,,31900,
"Rusk County, Texas",Rusk County,Texas,64855,111200,129100,72300,206400
"Sabine County, Texas",Sabine County,Texas,50109,92100,,55800,
"San Augustine County, Texas",San Augustine County,Texas,51499,81900,,,
"San Jacinto County, Texas",San Jacinto County,Texas,59344,95900,135400,80600,272500
"San Patricio County, Texas",San Patricio County,Texas,69426,105400,141500,,240200
"San Saba County, Texas",San Saba County,Texas,57260,97000,,,
"Schleicher County, Texas",Schleicher County,Texas,72128,72900,,,
"Scurry County, Texas",Scurry County,Texas,69376,89800,,,
"Shackelford County, Texas",Shackelford County,Texas,61444,78900,85500,56900,153400
"Shelby County, Texas",Shelby County,Texas,54382,73100,97400,60300,
"Sherman County, Texas",Sherman County,Texas,70742,86800,,,
"Smith County, Texas",Smith County,Texas,70687,144800,158900,90100,268900
"Somervell County, Texas",Somervell County,Texas,69868,172200,251700,,373900
"Starr County, Texas",Starr County,Texas,44105,67200,69500,,133800
"Stephens County, Texas",Stephens County,Texas,58554,73400,85600,,164100
"Sterling County, Texas",Sterling County,Texas,59794,66100,,,
"Stonewall County, Texas",Stonewall County,Texas,62998,53700,,,
"Sutton County, Texas",Sutton County,Texas,76636,95500,,,
"Swisher County, Texas",Swisher County,Texas,51707,70800,,,
"Tarrant County, Texas",Tarrant County,Texas,85483,158200,211200,141600,337800
"Taylor County, Texas",Taylor County,Texas,66409,112400,129900,71500,243400
"Terrell County, Texas",Terrell County,Texas,42063,66600,,,
"Terry County, Texas",Terry County,Texas,66043,68000,,,141100
"Throckmorton County, Texas",Throckmorton County,Texas,58924,68600,,,
"Titus County, Texas",Titus County,Texas,62320,96300,120400,,212400
"Tom Green County, Texas",Tom Green County,Texas,70091,122600,144200,80700,253100
"Travis County, Texas",Travis County,Texas,97908,275800,350300,231600,577800
"Trinity County, Texas",Trinity County,Texas,47981,75300,,,191900
"Tyler County, Texas",Tyler County,Texas,58840,81500,101600,55300,182700
"Upshur County, Texas",Upshur County,Texas,64582,111600,140200,,249500
"Upton County, Texas",Upton County,Texas,66795,62900,,,
"Uvalde County, Texas",Uvalde County,Texas,53706,77800,116500,72200,215100
"Val Verde County, Texas",Val Verde County,Texas,61123,94500,119700,,220800
"Van Zandt County, Texas",Van Zandt County,Texas,66489,112600,133100,,212200
"Victoria County, Texas",Victoria County,Texas,75900,129100,,,
"Walker County, Texas",Walker County,Texas,54748,132200,182200,109100,273100
"Waller County, Texas",Waller County,Texas,75457,157600,,,
"Ward County, Texas",Ward County,Texas,74171,85600,103000,,193600
"Washington County, Texas",Washington County,Texas,72774,163400,186200,119300,300500
"Webb County, Texas",Webb County,Texas,56802,115500,142000,92200,220500
"Wharton County, Texas",Wharton County,Texas,69419,115700,135400,69800,237200
"Wheeler County, Texas",Wheeler County,Texas,64306,86500,,,
"Wichita County, Texas",Wichita County,Texas,60145,93200,91500,44600,175200
"Wilbarger County, Texas",Wilbarger County,Texas,54856,69900,64900,,123300
"Willacy County, Texas",Willacy County,Texas,43572,49100,,,
"Williamson County, Texas",Williamson County,Texas,97365,227100,276100,209600,400700
"Wilson County, Texas",Wilson County,Texas,85668,170600,272100,139700,395200
"Winkler County, Texas",Winkler County,Texas,68171,58200,,,
"Wise County, Texas",Wise County,Texas,75978,141700,218000,136700,366700
"Wood County, Texas",Wood County,Texas,64646,117000,,,
"Yoakum County, Texas",Yoakum County,Texas,72904,81900,102900,72100,164800
"Young County, Texas",Young County,Texas,64899,87500,98800,44800,191600
"Zapata County, Texas",Zapata County,Texas,54139,60700,,55900,180700
"Zavala County, Texas",Zavala County,Texas,39099,39900,,,
"Beaver County, Utah",Beaver County,Utah,58527,147300,,,
"Box Elder County, Utah",Box Elder County,Utah,69377,179600,233900,183700,332200
"Cache County, Utah",Cache County,Utah,69428,202400,260900,199600,362400
"Carbon County, Utah",Carbon County,Utah,57980,129900,,116100,278800
"Daggett County, Utah",Daggett County,Utah,76164,202900,,,
"Davis County, Utah",Davis County,Utah,91112,246500,337300,254300,470400
"Duchesne County, Utah",Duchesne County,Utah,70418,178100,216100,162800,
"Emery County, Utah",Emery County,Utah,61529,136200,,,
"Garfield County, Utah",Garfield County,Utah,63470,166300,172900,128700,278400
"Grand County, Utah",Grand County,Utah,60269,230900,,,
"Iron County, Utah",Iron County,Utah,58750,183100,232500,168200,338000
"Juab County, Utah",Juab County,Utah,66388,175800,207400,,349100
"Kane County, Utah",Kane County,Utah,62823,190200,243300,162400,
"Millard County, Utah",Millard County,Utah,68848,150300,,,
"Morgan County, Utah",Morgan County,Utah,104471,311000,431300,319000,
"Piute County, Utah",Piute County,Utah,52082,143800,,,
"Rich County, Utah",Rich County,Utah,72456,160400,,,
"Salt Lake County, Utah",Salt Lake County,Utah,88315,260700,362600,272100,523600
"San Juan County, Utah",San Juan County,Utah,57154,136600,205000,132200,293900
"Sanpete County, Utah",Sanpete County,Utah,60372,169400,229000,157200,
"Sevier County, Utah",Sevier County,Utah,60945,152800,208300,147800,320600
"Summit County, Utah",Summit County,Utah,141042,558300,696900,347000,1460600
"Tooele County, Utah",Tooele County,Utah,76390,196300,272500,205100,
"Uintah County, Utah",Uintah County,Utah,78987,194800,269000,,356700
"Utah County, Utah",Utah County,Utah,84061,256900,347800,260300,496700
"Wasatch County, Utah",Wasatch County,Utah,93823,357300,437100,296900,651200
"Washington County, Utah",Washington County,Utah,72476,240300,308500,214600,463900
"Wayne County, Utah",Wayne County,Utah,56637,175800,,,
"Weber County, Utah",Weber County,Utah,73527,183100,267700,197800,411000
"Addison County, Vermont",Addison County,Vermont,76445,237000,240300,167300,337100
"Bennington County, Vermont",Bennington County,Vermont,73118,208600,179300,125600,310000
"Caledonia County, Vermont",Caledonia County,Vermont,62258,164500,,,
"Chittenden County, Vermont",Chittenden County,Vermont,88995,280000,323000,248900,480600
"Essex County, Vermont",Essex County,Vermont,50857,128900,,,
"Franklin County, Vermont",Franklin County,Vermont,77345,209100,211500,147000,291000
"Grand Isle County, Vermont",Grand Isle County,Vermont,89345,274700,,,
"Lamoille County, Vermont",Lamoille County,Vermont,74232,225200,228400,153100,393300
"Orange County, Vermont",Orange County,Vermont,69355,188300,,,
"Orleans County, Vermont",Orleans County,Vermont,59047,161100,,,
"Rutland County, Vermont",Rutland County,Vermont,65435,177600,158100,103300,253000
"Washington County, Vermont",Washington County,Vermont,74763,217200,211400,141700,326600
"Windham County, Vermont",Windham County,Vermont,67036,212000,192300,130300,303100
"Windsor County, Vermont",Windsor County,Vermont,77177,216300,193700,121800,353000
"Accomack County, Virginia",Accomack County,Virginia,58284,157200,,,
"Albemarle County, Virginia",Albemarle County,Virginia,101010,329600,329600,190400,583700
"Alleghany County, Virginia",Alleghany County,Virginia,57936,113600,,,
"Amelia County, Virginia",Amelia County,Virginia,67902,185100,,,
"Amherst County, Virginia",Amherst County,Virginia,60887,151500,154300,101800,243200
"Appomattox County, Virginia",Appomattox County,Virginia,66387,151700,,,
"Arlington County, Virginia",Arlington County,Virginia,145577,643300,674300,338800,987100
"Augusta County, Virginia",Augusta County,Virginia,76113,206300,213700,143800,330200
"Bath County, Virginia",Bath County,Virginia,64409,151100,,,
"Bedford County, Virginia",Bedford County,Virginia,75608,198100,202400,116700,354400
"Bland County, Virginia",Bland County,Virginia,58704,109300,,,
"Botetourt County, Virginia",Botetourt County,Virginia,84668,220000,193400,93100,319900
"Brunswick County, Virginia",Brunswick County,Virginia,51688,110900,,,
"Buchanan County, Virginia",Buchanan County,Virginia,44547,71900,,,
"Buckingham County, Virginia",Buckingham County,Virginia,55469,132500,,,
"Campbell County, Virginia",Campbell County,Virginia,62846,154300,150300,86200,219700
"Caroline County, Virginia",Caroline County,Virginia,73649,193200,186400,132000,275500
"Carroll County, Virginia",Carroll County,Virginia,54003,107300,,31400,
"Charles City County, Virginia",Charles City County,Virginia,77393,163000,,,
"Charlotte County, Virginia",Charlotte County,Virginia,48672,107500,,,
"Chesterfield County, Virginia",Chesterfield County,Virginia,95342,224200,234800,161700,358900
"Clarke County, Virginia",Clarke County,Virginia,95390,333100,328200,211500,460500
"Craig County, Virginia",Craig County,Virginia,59895,164800,,,
"Culpeper County, Virginia",Culpeper County,Virginia,86798,266400,251300,168400,355000
"Cumberland County, Virginia",Cumberland County,Virginia,57016,146600,,,
"Dickenson County, Virginia",Dickenson County,Virginia,50273,77500,,,
"Dinwiddie County, Virginia",Dinwiddie County,Virginia,66784,160100,,,
"Essex County, Virginia",Essex County,Virginia,62344,177200,178900,,
"Fairfax County, Virginia",Fairfax County,Virginia,149219,534800,541100,347000,800800
"Fauquier County, Virginia",Fauquier County,Virginia,119193,370000,378600,275300,525300
"Floyd County, Virginia",Floyd County,Virginia,59999,153800,,,
"Fluvanna County, Virginia",Fluvanna County,Virginia,84319,228100,211900,153000,326000
"Franklin County, Virginia",Franklin County,Virginia,65159,176900,187600,108300,422900
"Frederick County, Virginia",Frederick County,Virginia,86541,239100,252300,170000,376100
"Giles County, Virginia",Giles County,Virginia,58725,114500,113500,68500,190300
"Gloucester County, Virginia",Gloucester County,Virginia,79563,224100,226400,167100,331800
"Goochland County, Virginia",Goochland County,Virginia,127154,327700,292700,168000,580700
"Grayson County, Virginia",Grayson County,Virginia,45748,95700,105600,,
"Greene County, Virginia",Greene County,Virginia,80072,242500,230000,166000,340000
"Greensville County, Virginia",Greensville County,Virginia,49501,89400,,,
"Halifax County, Virginia",Halifax County,Virginia,50770,110800,77700,41600,140800
"Hanover County, Virginia",Hanover County,Virginia,101072,267600,275400,207700,391800
"Henrico County, Virginia",Henrico County,Virginia,90436,223900,235100,153800,391400
"Henry County, Virginia",Henry County,Virginia,49275,94300,76700,32400,136300
"Highland County, Virginia",Highland County,Virginia,63724,184000,,,
"Isle of Wight County, Virginia",Isle of Wight County,Virginia,82906,249100,247700,153000,380100
"James City County, Virginia",James City County,Virginia,104500,328700,311200,200600,471900
"King and Queen County, Virginia",King and Queen County,Virginia,62929,170000,,,
"King George County, Virginia",King George County,Virginia,99932,294300,266000,179300,380200
"King William County, Virginia",King William County,Virginia,81515,199700,202100,153500,280000
"Lancaster County, Virginia",Lancaster County,Virginia,70856,226900,223800,,520900
